"Gene","NumCells.ms","NumCells.hc","NumDonors.ms","NumDonors.hc","p","or_est","log2or","negLog10p"
"ARHGAP45",13,15,5,6,0.849182840889602,0.870236706366786,-0.200520224209244,0.0709987900385994
"ARHGAP45;ARHGAP45",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ARHGAP5",4,1,4,1,0.216600222965284,4.03892092910595,2.01396990234123,0.664341100653714
"ARHGAP9",2,6,2,4,0.287786494812239,0.333974434851514,-1.58219042369868,0.540929590406852
"ARHGDIA",1,2,1,2,1,0.502863467225993,-0.991761348721336,0
"ARHGDIB",6,6,5,4,1,1.00664489925297,0.00955485272390862,0
"ARHGEF1",5,9,3,5,0.421805630435886,0.556505587189357,-0.845531922917765,0.374887627415604
"ARHGEF12",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ARHGEF17",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ARHGEF18",2,4,2,4,0.686892181139712,0.502205814176944,-0.993649363697927,0.163111427148394
"ARHGEF28",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ARHGEF3",2,2,2,2,1,1.00660973632977,0.00950445733523746,0
"ARHGEF40",4,0,2,0,0.0614372099500796,Inf,Inf,1.2115685151575
"ARHGEF6",4,2,4,1,0.450818825649812,2.01765860391765,1.01268208519664,0.345997956634091
"ARID1A",2,5,2,3,0.452061316994495,0.40126146282924,-1.31738548861956,0.34480265406855
"ARID1B",1,2,1,2,1,0.502863467225993,-0.991761348721336,0
"ARID4A",4,1,3,1,0.216600222965284,4.03892092910595,2.01396990234123,0.664341100653714
"ARID4B",4,2,3,2,0.450818825649812,2.01765860391765,1.01268208519664,0.345997956634091
"ARID5A",2,2,2,2,1,1.00660973632977,0.00950445733523746,0
"ARID5B",2,4,2,4,0.686892181139712,0.502205814176944,-0.993649363697927,0.163111427148394
"ARIH2",3,1,2,1,0.372867647299398,3.02597164655246,1.59739846952101,0.428445297542138
"ARL1",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ARL14EP",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ARL16",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
